INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (1, 'Annette Gray', '1966-03-06', 'B.Sc', '09947 Hughes Roads Apt. 700, East Thomaschester, UT 25223', 5, 4, 1, 0, '2023-10-26 00:11:17', 4, '2024-10-19 05:33:39', 3);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (145, 'Jill Walker', '1969-03-05', 'M.Tech', '02056 Yvette View Apt. 525, Laneport, UT 54989', 2, 4, 1, 0, '2024-01-03 18:09:33', 5, '2025-05-27 10:13:48', 5);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (146, 'Laura Moran', '1995-12-21', 'MBA', '9819 Michael Keys, Georgefurt, CO 52644', 4, 3, 0, 0, '2024-03-12 03:26:07', 2, '2024-09-22 16:40:53', 4);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (147, 'Kathy Gutierrez', '1995-04-24', 'MBA', '1419 Samantha Heights, East Anthonytown, AR 26963', 4, 3, 1, 0, '2023-10-05 04:10:11', 3, '2024-10-22 17:41:48', 5);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (148, 'Craig Scott', '2000-05-28', 'PhD', '5174 Frank Summit, New Kevin, IN 89000', 5, 2, 1, 0, '2023-09-03 10:37:29', 5, '2024-09-14 03:44:41', 5);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (149, 'Kayla Alvarez', '1992-09-03', 'B.Tech', 'PSC 5865, Box 4144, APO AE 07386', 2, 1, 1, 0, '2024-01-14 18:55:55', 5, '2025-07-20 19:12:15', 4);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (150, 'Shelby Duran', '1991-12-13', 'PhD', '034 Michelle Heights Suite 040, Port Kimberly, IL 46701', 4, 3, 1, 0, '2024-03-02 07:32:44', 4, '2024-10-31 09:55:01', 1);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (151, 'Patricia Jackson', '1971-01-22', 'M.Tech', 'Unit 6860 Box 2924, DPO AE 52044', 1, 1, 0, 0, '2023-08-03 09:08:16', 2, '2024-12-25 17:50:32', 2);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (152, 'Matthew Hernandez', '1976-05-19', 'MBA', '626 Jenna Summit, Colemanshire, NY 03235', 3, 5, 0, 0, '2024-03-05 19:11:57', 5, '2025-04-21 10:17:25', 3);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (153, 'Alexander Oconnor', '1993-06-28', 'M.Tech', '172 Phillips Lake, Davidchester, KS 42815', 4, 4, 0, 0, '2023-10-13 23:02:00', 5, '2025-05-29 20:00:31', 4);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (154, 'Michael Macdonald', '1991-04-01', 'B.Tech', '030 Katrina Highway, Angelatown, OH 57065', 1, 1, 1, 0, '2023-10-05 01:43:29', 1, '2025-03-23 16:34:41', 3);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (155, 'Michael Crane', '1992-08-13', 'PhD', '36506 Turner Heights Apt. 679, New Leonard, MN 23559', 4, 4, 0, 0, '2024-07-07 21:08:25', 4, '2024-11-08 02:16:24', 4);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (156, 'Madison Delacruz', '1985-09-27', 'M.Sc', '68221 Steven Summit Suite 591, Robersonberg, SD 79409', 5, 5, 1, 0, '2024-04-13 02:59:37', 5, '2024-09-17 08:49:22', 1);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (157, 'Paige Clark', '1990-07-06', 'B.Tech', 'Unit 1270 Box 5571, DPO AP 72380', 5, 3, 1, 0, '2024-03-02 15:00:47', 4, '2024-12-20 05:15:17', 4);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (158, 'Elizabeth Jenkins', '1972-08-06', 'PhD', '3892 Kathleen Lights Apt. 194, Lake Kyle, ID 15312', 1, 5, 1, 0, '2023-11-15 05:56:18', 3, '2025-05-04 10:08:02', 2);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (159, 'Carl Thompson', '2001-11-18', 'B.Sc', '17446 Gonzalez Orchard Apt. 918, East Sean, UT 65658', 4, 2, 1, 0, '2023-12-28 02:57:39', 3, '2025-01-16 22:46:10', 5);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (160, 'Danielle Blake', '1995-06-26', 'B.Tech', '32149 Neal Road Apt. 227, West Allison, MO 33414', 4, 3, 1, 0, '2023-09-28 07:37:06', 1, '2025-02-18 23:29:09', 4);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (161, 'William Duncan', '1976-05-28', 'PhD', '468 Coleman Falls, Lake Zacharyfort, DC 20718', 4, 2, 1, 0, '2023-11-28 19:16:37', 4, '2024-09-13 03:50:56', 1);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (162, 'Katrina Gomez', '1989-04-20', 'B.Tech', '4868 Robert Neck, Port Aliciaton, NY 53075', 3, 5, 1, 0, '2024-05-22 12:51:37', 1, '2024-09-17 04:27:17', 3);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (163, 'Carlos Martin', '2003-02-22', 'M.Sc', '2919 Elizabeth Camp, Timothytown, AR 02427', 5, 1, 0, 0, '2023-08-28 10:11:00', 5, '2025-03-10 08:39:59', 5);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (164, 'Julian Osborne', '1995-11-05', 'M.Tech', '9348 Lauren Summit Suite 047, New Derekburgh, CO 32359', 2, 2, 1, 0, '2024-07-06 23:15:12', 5, '2024-09-16 12:01:03', 4);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (165, 'Makayla Chen', '1989-08-04', 'MBA', '31400 Stephanie Glens Suite 851, Lake Theresafort, TX 94753', 1, 4, 0, 0, '2024-03-10 02:38:11', 2, '2024-10-02 06:42:41', 4);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (166, 'Kristen Ingram', '1977-05-02', 'M.Sc', '283 Mcdaniel Square Apt. 919, Klineborough, KY 40688', 4, 5, 1, 0, '2023-09-19 19:36:18', 4, '2025-03-13 05:53:13', 3);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (167, 'Matthew Cunningham', '1977-05-20', 'MBA', 'USCGC Green, FPO AA 33857', 4, 2, 1, 0, '2023-10-15 02:39:28', 3, '2025-01-08 20:34:07', 5);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (168, 'Richard Holmes', '1977-11-03', 'B.Tech', 'USNV Patrick, FPO AP 80457', 3, 4, 0, 0, '2024-03-05 05:57:24', 4, '2024-09-17 01:27:05', 3);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (169, 'Shane Foster', '1981-06-03', 'M.Sc', '1256 Jones Glens Suite 252, Hallside, TX 88143', 4, 3, 1, 0, '2024-03-19 12:12:06', 4, '2024-09-22 17:28:04', 5);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (170, 'Joshua Long', '1973-09-07', 'MBA', 'Unit 6206 Box 7820, DPO AA 83432', 5, 2, 1, 0, '2024-03-15 16:54:32', 3, '2024-12-23 15:20:11', 2);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (171, 'Mrs. Rebekah Lane', '1994-05-26', 'B.Sc', '768 White Court, East Johnland, IL 02247', 4, 2, 1, 0, '2024-01-14 00:26:41', 3, '2024-12-29 17:03:47', 5);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (172, 'Vincent Gonzales', '1976-01-04', 'M.Tech', 'PSC 1511, Box 5436, APO AP 26829', 5, 2, 0, 0, '2023-11-29 09:32:31', 4, '2025-01-23 12:26:22', 5);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (173, 'Doris Lawson', '1990-04-18', 'M.Sc', '55680 Watson Passage Apt. 074, Fernandezchester, RI 18949', 2, 5, 1, 0, '2023-10-09 14:02:40', 4, '2025-04-05 16:42:28', 5);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (174, 'Meghan Beard', '2003-03-11', 'MBA', '7887 Sherry Trafficway Apt. 450, Lake Angelahaven, PA 40492', 5, 1, 1, 0, '2023-10-17 02:35:44', 1, '2025-07-22 02:57:43', 3);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (175, 'William Snyder', '1978-08-13', 'MBA', 'PSC 8218, Box 7791, APO AP 42035', 4, 1, 1, 0, '2023-10-18 03:34:26', 2, '2025-02-01 01:21:34', 4);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (176, 'Donna Moreno', '1977-07-21', 'PhD', 'PSC 5210, Box 4719, APO AP 57156', 1, 5, 1, 0, '2023-11-27 08:59:33', 4, '2025-02-05 00:10:28', 2);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (177, 'Mrs. Susan Berry DVM', '1999-02-04', 'M.Tech', '694 Barnes Drive Suite 577, North Katherinebury, UT 90496', 1, 3, 1, 0, '2024-06-27 21:52:30', 1, '2024-08-05 03:35:08', 5);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (178, 'Donald Tucker IV', '1994-11-30', 'M.Sc', '708 Andrea Throughway Suite 176, Olivertown, OK 44623', 1, 2, 0, 0, '2023-08-04 08:15:10', 3, '2025-01-09 12:15:59', 5);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (179, 'Zoe Baker', '1970-03-04', 'M.Sc', '0015 Rodney Mission, Ronaldhaven, IA 38165', 4, 2, 1, 0, '2024-07-05 13:53:20', 1, '2025-04-20 20:42:31', 1);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (180, 'Sean Williams', '1976-03-12', 'MBA', '806 Khan Estate, North Jennifer, CO 28376', 1, 2, 0, 0, '2023-10-20 18:55:24', 4, '2025-07-04 22:42:48', 1);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (181, 'David Long', '1994-10-01', 'PhD', '4354 Teresa Inlet, West Victoria, FL 22102', 3, 3, 0, 0, '2024-01-03 15:05:08', 4, '2024-12-17 11:27:05', 5);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (182, 'Debra Roberts', '1978-08-21', 'M.Sc', '953 Hall Garden, Nelsonport, DE 54907', 5, 2, 1, 0, '2024-04-26 13:07:46', 1, '2025-05-25 23:33:32', 1);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (183, 'Robert Cole', '1983-05-04', 'PhD', '279 Mueller Locks Apt. 882, North Joshua, MT 79030', 4, 4, 1, 0, '2024-05-07 12:46:16', 3, '2024-10-25 09:53:39', 5);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (184, 'John Liu', '1972-12-03', 'MBA', 'PSC 6599, Box 6567, APO AP 34701', 5, 3, 0, 0, '2024-02-18 04:37:22', 3, '2024-12-01 08:06:00', 2);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (185, 'Lynn Garcia', '1996-03-18', 'M.Sc', '8359 Kevin Plaza Suite 011, Amandafort, MD 68915', 3, 5, 1, 0, '2023-10-01 11:08:01', 3, '2025-03-22 21:14:17', 5);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (186, 'Brandi Webb', '1968-09-22', 'M.Tech', '8012 April Passage Suite 361, West Gregory, NE 45910', 2, 5, 0, 0, '2023-08-12 01:09:29', 3, '2025-05-27 16:27:53', 1);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (187, 'Jeremy Duncan', '1989-11-25', 'PhD', '301 Carla Underpass, Gloverfort, SD 81024', 2, 2, 0, 0, '2023-11-10 16:16:16', 4, '2025-06-25 09:06:10', 3);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (188, 'Gloria Gonzalez', '1995-10-31', 'MBA', '6100 Tommy Squares Apt. 247, Martinezburgh, AL 10998', 1, 5, 0, 0, '2024-06-21 13:02:29', 5, '2024-08-21 17:12:48', 5);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (189, 'Bethany Stevens', '1989-08-29', 'M.Tech', '19908 Solis Trace, South Shannonfurt, MA 45689', 2, 5, 1, 0, '2023-11-08 14:43:26', 4, '2024-10-20 03:08:54', 1);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (190, 'Robert Andrews', '1982-12-03', 'PhD', '0754 William Highway, Rogerchester, NV 51032', 1, 2, 0, 0, '2023-09-14 06:20:32', 4, '2025-01-16 08:09:56', 2);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (191, 'William Montes', '2003-04-29', 'B.Sc', '63348 Jody Burg Suite 835, Kevinchester, HI 78331', 4, 4, 1, 0, '2024-07-17 11:45:27', 5, '2024-10-11 08:55:21', 4);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (192, 'Lisa Decker', '1971-11-24', 'PhD', '72335 Dean Crescent Suite 543, East Kimberly, WV 22326', 4, 2, 1, 0, '2024-04-12 12:05:33', 5, '2025-03-31 03:55:30', 3);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (193, 'Andrea Richardson', '1997-02-15', 'M.Tech', '23946 James Ford, South Tyrone, VA 91941', 4, 2, 0, 0, '2023-10-28 16:38:37', 1, '2025-03-04 01:40:11', 2);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (194, 'James Sosa', '1996-10-03', 'M.Tech', '6101 Ruiz Row, North Angelaport, ND 02234', 5, 2, 0, 0, '2023-08-28 19:55:10', 4, '2024-09-16 22:23:30', 2);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (195, 'Pam Gordon', '1980-12-07', 'B.Tech', '983 Erin Lakes Suite 824, New Sarahshire, KY 68545', 4, 2, 0, 0, '2023-10-27 10:24:30', 2, '2025-02-06 14:18:42', 1);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (196, 'Connor Clay', '1969-09-14', 'MBA', 'Unit 3550 Box 0096, DPO AA 46543', 4, 4, 1, 0, '2024-04-11 04:39:25', 3, '2025-02-25 22:27:21', 4);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (197, 'Kristina Taylor', '1996-08-15', 'B.Sc', '7438 Michael Cove, North Deborah, DE 30836', 3, 4, 1, 0, '2024-03-29 14:54:19', 5, '2025-01-07 15:50:00', 3);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (198, 'Gary Mooney', '1980-03-09', 'MBA', '523 Choi Port, Cartermouth, SD 74710', 5, 3, 0, 0, '2023-10-27 05:41:14', 3, '2024-10-22 14:07:43', 2);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (199, 'Joanne Ramos', '1990-05-03', 'B.Tech', '8135 Smith Flats, Hendricksbury, MN 46938', 3, 5, 1, 0, '2024-05-07 09:59:19', 5, '2025-04-21 21:13:54', 2);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (200, 'James Gilbert', '1996-04-29', 'M.Tech', '2065 Yvonne Cove, Mirandachester, RI 56041', 5, 4, 0, 0, '2023-08-14 20:34:46', 4, '2025-03-12 04:18:09', 1);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (201, 'Bradley Cunningham DVM', '1992-05-29', 'M.Tech', '53221 Alexander Crest, Bethanyville, ID 95720', 4, 1, 0, 0, '2024-03-31 07:42:31', 5, '2025-05-07 00:42:19', 1);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (202, 'Lauren Giles', '1975-11-18', 'M.Tech', '29849 Thomas Square, Port Christophertown, KY 29622', 3, 4, 0, 0, '2024-03-11 22:47:21', 1, '2025-06-10 13:14:21', 2);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (203, 'Erika Hawkins', '1986-06-07', 'PhD', '8431 Bell Union, Fernandezland, LA 62663', 2, 3, 0, 0, '2023-10-28 09:37:16', 5, '2024-09-26 17:37:54', 1);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (204, 'Michelle Rios', '1969-12-05', 'M.Tech', '05590 Hicks Green, North Erintown, AL 54965', 2, 5, 0, 0, '2023-08-13 00:17:37', 5, '2025-04-30 01:22:18', 2);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (205, 'Karen Mccarthy', '1991-08-17', 'B.Tech', '88652 Carroll Harbors Apt. 841, South Theresa, MA 69298', 3, 3, 0, 0, '2024-03-28 11:33:58', 2, '2025-06-29 17:17:25', 5);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (206, 'Douglas Rodriguez', '1983-04-06', 'B.Sc', '44575 Smith Street Suite 769, Watersside, ID 10755', 5, 3, 0, 0, '2024-02-24 20:19:28', 1, '2024-10-16 07:05:47', 4);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (207, 'Charlotte Smith', '1968-08-02', 'B.Sc', 'USCGC Wright, FPO AP 99524', 1, 3, 1, 0, '2023-11-05 08:57:22', 4, '2025-06-27 00:45:03', 3);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (208, 'David Greene PhD', '1999-02-13', 'M.Tech', '89951 Timothy Radial, North Maria, TX 16941', 2, 1, 0, 0, '2023-11-12 10:18:23', 1, '2025-03-21 04:58:31', 3);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (209, 'Casey Campos', '1991-04-16', 'B.Sc', 'Unit 6503 Box 7334, DPO AP 12882', 5, 1, 0, 0, '2024-06-14 14:33:58', 1, '2025-06-06 21:15:56', 1);
INSERT INTO Employee (Id, Name, DOB, Qualification, Address, EmpDeptId, RoleId, IsActive, IsDeleted, CreatedOn, CreatedBy, ModifiedOn, ModifiedBy) VALUES (210, 'Yvonne Peterson', '1990-07-16', 'B.Sc', '99189 Mackenzie Ford, Robertborough, CT 56029', 4, 2, 0, 0, '2023-11-30 20:11:41', 4, '2025-01-24 11:58:05', 4);
